t_start,t_end,n_events,n_above_mc,b,b_drift_per_day,b_drift_ok,benioff_total_log10,benioff_curv,target_M,target_time,window_kind,region,wf_station,wf_n_snapshots,wf_n_successful,wf_spectral_slope,wf_spectral_r2,wf_waveform_entropy,wf_hht_imf1_if_median_hz
2003-06-26 20:12:47.648753472+00:00,2003-07-26 20:12:47.648753472+00:00,85,6,,,False,6.472808937630779,-1.75507121338165e-07,,,null_A,Italy,MN.AQU,6,6,-0.3994581772068602,0.23594853834998628,3.7364276853266642,4.500846178013316
2011-09-28 02:33:16.385393728+00:00,2011-10-28 02:33:16.385393728+00:00,87,4,,,False,6.526033676705267,3.354797803041798e-07,,,null_A,Italy,MN.AQU,6,5,-0.41353175143086907,0.2780765351135232,3.6094375705667487,4.544972435577303
2019-01-24 00:17:31.227590784+00:00,2019-02-23 00:17:31.227590784+00:00,47,2,,,False,6.26047627191771,2.6821179866030768e-08,,,null_A,Italy,MN.AQU,6,0,,,,
2015-10-26 06:51:23.491690432+00:00,2015-11-25 06:51:23.491690432+00:00,51,5,,,False,6.373017980067138,-7.847931805780891e-08,,,null_A,Italy,MN.AQU,6,6,-0.5618444206576318,0.3023917432355135,3.659580447110416,4.766073441529757
2000-10-07 23:40:44.324158228+00:00,2000-11-06 23:40:44.324158228+00:00,104,6,,,False,6.5552672169026955,8.01378674901247e-08,,,null_A,Italy,MN.AQU,6,6,-0.5481135773631313,0.28677479919114984,3.4657238327421496,4.477787269464043
2005-05-07 12:13:58.614683488+00:00,2005-06-06 12:13:58.614683488+00:00,124,7,,,False,6.670001781780068,1.233464099807074e-07,,,null_A,Italy,MN.AQU,6,6,-1.1477481524621462,0.49605020938887806,2.8866033198174788,4.637415403793868
2010-03-07 15:47:53.282261120+00:00,2010-04-06 15:47:53.282261120+00:00,70,1,,,False,6.374587016750539,7.90505270343648e-08,,,null_A,Italy,MN.AQU,6,5,-1.522883945058657,0.6356715512138973,2.763716641350726,3.8576708331436538
2007-04-26 14:20:37.151810496+00:00,2007-05-26 14:20:37.151810496+00:00,79,4,,,False,6.426052814905266,-6.205785887616426e-08,,,null_A,Italy,MN.AQU,6,5,-1.4497736691365246,0.5700675764329814,2.8144163297623144,4.457029230208451
2019-07-15 00:30:53.208938368+00:00,2019-08-14 00:30:53.208938368+00:00,50,4,,,False,6.394781651127831,5.783126370527641e-09,,,null_A,Italy,MN.AQU,6,6,-0.07776587496187556,0.34447282268711804,3.8057339119122786,4.609269169415356
2010-02-16 03:57:51.815175616+00:00,2010-03-18 03:57:51.815175616+00:00,70,1,,,False,6.405491750237565,-5.730857156930334e-08,,,null_A,Italy,MN.AQU,6,3,-0.7416127303072777,0.34869278017867006,3.342809262012198,4.634944024328486
2017-12-31 22:27:36.692057664+00:00,2018-01-30 22:27:36.692057664+00:00,66,3,,,False,6.407468061431814,-1.3238915111251582e-08,,,null_A,Italy,MN.AQU,6,0,,,,
2012-06-26 16:16:46.947603840+00:00,2012-07-26 16:16:46.947603840+00:00,82,3,,,False,6.494549055377725,-3.143023808672777e-07,,,null_A,Italy,MN.AQU,6,4,-1.0559173501515304,0.4381872806904565,3.1493848675102765,4.299959580448631
2017-05-08 22:42:54.952791168+00:00,2017-06-07 22:42:54.952791168+00:00,83,2,,,False,6.431450219285749,3.341580090110327e-07,,,null_A,Italy,MN.AQU,6,6,0.010942843954507855,0.3028043200525257,3.76798521735386,4.780296628245124
2011-02-13 02:52:34.270233472+00:00,2011-03-15 02:52:34.270233472+00:00,42,0,,,False,6.111377710001901,1.07928548691009e-07,,,null_A,Italy,MN.AQU,6,0,,,,
2009-06-30 07:17:54.570653376+00:00,2009-07-30 07:17:54.570653376+00:00,166,7,,,False,6.820017578470272,-4.229053218548236e-07,,,null_A,Italy,MN.AQU,6,6,-0.9435739316137745,0.36276363513295024,3.4844853369878113,3.8154043911403965
2015-09-15 21:57:06.943837952+00:00,2015-10-15 21:57:06.943837952+00:00,49,3,,,False,6.356212000810423,5.800804784916974e-08,,,null_A,Italy,MN.AQU,6,6,-0.19734078554560705,0.11435644770895144,3.915470677172936,4.463330164097242
2022-08-22 19:09:21.088841984+00:00,2022-09-21 19:09:21.088841984+00:00,71,2,,,False,6.4028002485482105,-2.2038755035358266e-07,,,null_A,Italy,MN.AQU,6,6,-0.27863340431247496,0.3365365570263949,3.817981850841578,4.539383708159728
2017-06-08 18:29:30.025376576+00:00,2017-07-08 18:29:30.025376576+00:00,68,5,,,False,6.497114299190121,2.117547236135665e-07,,,null_A,Italy,MN.AQU,6,6,0.31039517904100206,0.36889482778876886,3.875424914336517,4.670004499105557
2006-08-17 06:34:47.957933152+00:00,2006-09-16 06:34:47.957933152+00:00,102,4,,,False,6.562637423697474,8.790084204849623e-08,,,null_A,Italy,MN.AQU,6,5,-0.44102348549883563,0.2584987170408909,3.829813391502703,4.748915124095838
2019-05-29 04:10:43.453344+00:00,2019-06-28 04:10:43.453344+00:00,52,3,,,False,6.303663008246413,-9.53773079964928e-08,,,null_A,Italy,MN.AQU,6,6,-0.2211820705227151,0.24226891237205392,3.9238788781402056,4.662854623110296
2017-11-12 03:49:13.589287936+00:00,2017-12-12 03:49:13.589287936+00:00,50,3,,,False,6.283982503078835,-8.289487629018421e-09,,,null_A,Italy,MN.AQU,6,6,-0.691463616458448,0.3958048434085333,3.484416010125587,4.672939428565078
2011-03-14 07:00:00.596654784+00:00,2011-04-13 07:00:00.596654784+00:00,73,4,,,False,6.406743197946595,-1.22047473166082e-07,,,null_A,Italy,MN.AQU,6,0,,,,
2022-06-29 09:18:18.859576064+00:00,2022-07-29 09:18:18.859576064+00:00,32,3,,,False,6.117826973863787,4.13053212882131e-08,,,null_A,Italy,MN.AQU,6,6,-0.4970436914424849,0.22721327890329246,3.764206943737706,4.918672979514929
2014-06-08 04:09:16.399236288+00:00,2014-07-08 04:09:16.399236288+00:00,48,1,,,False,6.274545392041005,1.1969193365325102e-08,,,null_A,Italy,MN.AQU,6,5,-0.541266478554504,0.3451377325003816,3.591131206618151,4.555679559838785
2018-11-26 00:59:58.805140608+00:00,2018-12-26 00:59:58.805140608+00:00,103,8,,,False,6.6764025472786726,4.570634918339003e-07,,,null_A,Italy,MN.AQU,6,0,,,,
2017-12-05 13:47:41.930729344+00:00,2018-01-04 13:47:41.930729344+00:00,55,5,,,False,6.369340583283001,-8.999977710293299e-08,,,null_A,Italy,MN.AQU,6,5,-2.036775030175202,0.6529721755845109,1.9099048729702475,4.778122205427595
2015-08-19 20:23:21.503204544+00:00,2015-09-18 20:23:21.503204544+00:00,37,3,,,False,6.239132124456697,-1.1260585415759177e-07,,,null_A,Italy,MN.AQU,6,6,-0.172220855775296,0.3533231761218605,3.6683502328425974,4.632967597158258
2014-07-22 13:45:11.197567808+00:00,2014-08-21 13:45:11.197567808+00:00,60,5,,,False,6.467579904764411,7.34006538719335e-08,,,null_A,Italy,MN.AQU,6,6,-1.7388823122165717,0.5431323960672451,2.509372423909182,4.8894091525290975
2016-03-11 23:21:25.160611456+00:00,2016-04-10 23:21:25.160611456+00:00,42,2,,,False,6.141874261086469,1.3037399807181854e-07,,,null_A,Italy,MN.AQU,6,6,-0.2930829458057915,0.1410130073247012,3.7734218207389802,4.544004656367524
2002-02-08 01:25:06.649987032+00:00,2002-03-10 01:25:06.649987032+00:00,57,4,,,False,6.254023691058067,-3.600794297538053e-07,,,null_A,Italy,MN.AQU,6,6,-0.6558805258495601,0.3460446899991736,3.613295423170035,4.414502829383093
2010-05-12 21:42:42.259245824+00:00,2010-06-11 21:42:42.259245824+00:00,138,5,,,False,6.663049467807301,3.32713070716994e-07,,,null_A,Italy,MN.AQU,6,4,0.08099412837886494,0.0454582245685452,3.8670303147204512,4.321656047091041
2008-03-21 16:18:55.767883232+00:00,2008-04-20 16:18:55.767883232+00:00,63,5,,,False,6.467519197925419,1.1190927625177329e-07,,,null_A,Italy,MN.AQU,6,5,-1.6284775392288797,0.7032680968848579,2.744570939118033,3.9113160787764887
2014-08-23 20:26:40.836392640+00:00,2014-09-22 20:26:40.836392640+00:00,59,8,,,False,6.445225068144969,-2.574152202990451e-07,,,null_A,Italy,MN.AQU,6,4,0.2774900491379543,0.11783962106391058,3.927800661304725,4.629352637304331
2023-01-20 07:53:44.731445504+00:00,2023-02-19 07:53:44.731445504+00:00,45,6,,,False,6.382903919394166,1.6146525402207592e-07,,,null_A,Italy,MN.AQU,6,6,-1.368275200186176,0.62147911164431,2.9677564592734176,4.618252574345406
2014-06-24 22:24:44.995479168+00:00,2014-07-24 22:24:44.995479168+00:00,51,2,,,False,6.311506655768551,3.8482979970822575e-08,,,null_A,Italy,MN.AQU,6,5,-0.006080894920147783,0.18243879251316925,3.906491948279963,4.685186684948481
2008-08-23 11:32:09.343395456+00:00,2008-09-22 11:32:09.343395456+00:00,68,2,,,False,6.373560921682885,-1.4162191796721514e-08,,,null_A,Italy,MN.AQU,6,5,-1.4120435149788135,0.5594012509113752,2.7516051202625116,4.894296629982487
2014-09-22 14:55:04.980551680+00:00,2014-10-22 14:55:04.980551680+00:00,73,5,,,False,6.528483682104684,-1.8654922435260693e-07,,,null_A,Italy,MN.AQU,6,6,-1.7299819753059336,0.6616719624237968,2.6802770599082653,4.164653835855207
2019-07-04 10:28:56.470986880+00:00,2019-08-03 10:28:56.470986880+00:00,49,3,,,False,6.292540875951927,1.2460704356251164e-07,,,null_A,Italy,MN.AQU,6,6,-0.8639741583491113,0.38493861443036687,3.3277393395168784,4.846195983264671
2002-01-23 10:57:21.381965872+00:00,2002-02-22 10:57:21.381965872+00:00,63,4,,,False,6.2924817280805465,2.3169963269534714e-07,,,null_A,Italy,MN.AQU,6,6,-0.7863958319333019,0.40147080780453476,3.436878369144439,4.539633446543154
2011-10-19 21:18:17.460925632+00:00,2011-11-18 21:18:17.460925632+00:00,87,9,,,False,6.579007143752759,8.098424126846225e-09,,,null_A,Italy,MN.AQU,6,6,-0.2673358142451514,0.30802321027964735,3.5659253897843484,4.810143903301643
